==7794== NVPROF is profiling process 7794, command: python3 deploy3.py
==7794== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==7794== Profiling application: python3 deploy3.py
==7794== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
15.6322s  15.937us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_const_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [770]
15.6327s  2.2910us                    -               -         -         -         -        1B  426.26KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.6330s  14.740us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [776]
15.6333s  5.0000us                    -               -         -         -         -        1B  195.31KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
15.6481s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.6486s  15.000us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [788]
15.6490s  4.4790us                    -               -         -         -         -        1B  218.03KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
15.6511s  2.2910us                    -               -         -         -         -        1B  426.26KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.6515s  14.687us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [800]
15.6518s  4.4790us                    -               -         -         -         -        1B  218.03KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
15.6536s  2.2910us                    -               -         -         -         -        1B  426.26KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.6539s  15.052us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [812]
15.6542s  4.4790us                    -               -         -         -         -        1B  218.03KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
16.0248s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.0252s  22.240us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [833]
16.0256s  8.9070us                    -               -         -         -         -        1B  109.64KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
16.0283s  2.2910us                    -               -         -         -         -        1B  426.26KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.0287s  15.677us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [845]
16.0292s  4.4790us                    -               -         -         -         -        1B  218.03KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
16.0316s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.0319s  14.688us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [857]
16.0322s  4.4280us                    -               -         -         -         -        1B  220.54KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
16.4107s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4139s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4144s  2.2910us                    -               -         -         -         -        4B  1.6651MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4149s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4153s  2.5000us                    -               -         -         -         -      128B  48.828MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4158s  7.4480us                    -               -         -         -         -  3.1250KB  409.74MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4163s  2.5000us                    -               -         -         -         -      128B  48.828MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4169s  101.67us                    -               -         -         -         -  100.00KB  960.56MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4176s  8.9060us                    -               -         -         -         -  4.0000KB  438.61MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4186s  6.6018ms                    -               -         -         -         -  6.1250MB  927.78MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4265s  2.3430us                    -               -         -         -         -       40B  16.281MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4273s  68.958us                    -               -         -         -         -  40.000KB  566.47MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4280s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4287s  2.2910us                    -               -         -         -         -        8B  3.3302MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4298s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4834s  7.5000us                    -               -         -         -         -  3.1250KB  406.90MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4872s  2.5000us                    -               -         -         -         -      128B  48.828MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4914s  101.35us                    -               -         -         -         -  100.00KB  963.52MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.4970s  2.5000us                    -               -         -         -         -      128B  48.828MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5216s  6.5705ms                    -               -         -         -         -  6.1250MB  932.20MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5315s  8.9580us                    -               -         -         -         -  4.0000KB  436.06MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5348s  69.010us                    -               -         -         -         -  40.000KB  566.04MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5375s  2.2910us                    -               -         -         -         -       40B  16.651MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5405s  2.2920us                    -               -         -         -         -        8B  3.3287MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5433s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5459s  2.2910us                    -               -         -         -         -        4B  1.6651MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5499s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5525s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5553s  2.2910us                    -               -         -         -         -        4B  1.6651MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.5579s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.6074s  22.083us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_const_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1031]
16.6081s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.6085s  17.969us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1037]
16.6090s  6.8750us                    -               -         -         -         -        1B  142.04KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
16.6119s  15.677us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_const_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1044]
16.6125s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
16.6128s  14.584us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1050]
