==8245== NVPROF is profiling process 8245, command: python3 deploy3.py
==8245== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==8245== Profiling application: python3 deploy3.py
==8245== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
14.2655s  15.885us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_const_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [813]
14.2661s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.2664s  14.688us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [819]
14.2669s  5.1570us                    -               -         -         -         -        1B  189.37KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
14.2817s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.2820s  14.948us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [831]
14.2824s  4.6370us                    -               -         -         -         -        1B  210.60KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
14.2846s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.2850s  14.688us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [843]
14.2853s  4.6350us                    -               -         -         -         -        1B  210.69KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
14.2873s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.2875s  15.000us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [855]
14.2878s  4.5830us                    -               -         -         -         -        1B  213.08KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
14.6385s  2.2910us                    -               -         -         -         -        1B  426.26KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.6389s  19.166us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [875]
14.6392s  6.3540us                    -               -         -         -         -        1B  153.69KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
14.6419s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.6422s  15.105us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [887]
14.6426s  4.4270us                    -               -         -         -         -        1B  220.59KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
14.6449s  2.2910us                    -               -         -         -         -        1B  426.26KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.6452s  14.688us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [899]
14.6455s  4.4800us                    -               -         -         -         -        1B  217.98KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
14.9191s  2.2910us                    -               -         -         -         -        4B  1.6651MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9200s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9207s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9212s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9217s  2.5000us                    -               -         -         -         -      128B  48.828MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9222s  7.4480us                    -               -         -         -         -  3.1250KB  409.74MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9228s  2.4480us                    -               -         -         -         -      128B  49.865MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9235s  101.56us                    -               -         -         -         -  100.00KB  961.54MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9242s  8.9070us                    -               -         -         -         -  4.0000KB  438.56MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9253s  6.5803ms                    -               -         -         -         -  6.1250MB  930.80MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9328s  2.2910us                    -               -         -         -         -       40B  16.651MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9335s  69.010us                    -               -         -         -         -  40.000KB  566.04MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9342s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9350s  2.2910us                    -               -         -         -         -        8B  3.3302MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9356s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9875s  7.4480us                    -               -         -         -         -  3.1250KB  409.74MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9912s  2.5000us                    -               -         -         -         -      128B  48.828MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9953s  101.35us                    -               -         -         -         -  100.00KB  963.52MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
14.9991s  2.4480us                    -               -         -         -         -      128B  49.865MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0216s  7.8805ms                    -               -         -         -         -  6.1250MB  777.23MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0338s  8.9070us                    -               -         -         -         -  4.0000KB  438.56MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0372s  68.959us                    -               -         -         -         -  40.000KB  566.46MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0401s  2.2920us                    -               -         -         -         -       40B  16.644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0430s  2.2920us                    -               -         -         -         -        8B  3.3287MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0455s  2.2910us                    -               -         -         -         -        4B  1.6651MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0481s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0520s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0546s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0572s  2.2910us                    -               -         -         -         -        4B  1.6651MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.0598s  2.2920us                    -               -         -         -         -        4B  1.6644MB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.1087s  21.771us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_const_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1071]
15.1094s  2.2910us                    -               -         -         -         -        1B  426.26KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.1097s  17.917us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1077]
15.1101s  6.9270us                    -               -         -         -         -        1B  140.98KB/s      Device    Pageable  NVIDIA Tegra X1         1        22  [CUDA memcpy DtoH]
15.1131s  15.625us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_const_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1084]
15.1136s  2.2920us                    -               -         -         -         -        1B  426.07KB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
15.1140s  14.636us              (1 1 1)      (1024 1 1)         9        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1090]
